user,item,Time
800,11034,"12 29, 2013"
12278,9301,"05 2, 2013"
901,1161,"10 28, 2014"
2991,10111,"11 23, 2015"
4601,8911,"04 29, 2017"
10179,1802,"08 14, 2017"
4395,11169,"10 23, 2016"
4967,11710,"01 3, 2017"
8652,6634,"03 10, 2018"
11993,10851,"08 20, 2013"
5463,9249,"04 13, 2016"
10658,2024,"03 14, 2014"
1399,68,"08 31, 2004"
8994,6011,"01 16, 2018"
14726,11446,"01 3, 2015"
12157,4513,"03 20, 2015"
11227,11151,"07 11, 2017"
1151,14911,"09 21, 2013"
3439,7051,"03 4, 2014"
13586,4879,"03 29, 2014"
5045,4028,"09 15, 2013"
7870,11665,"10 26, 2015"
11019,13084,"06 22, 2016"
7401,5360,"04 1, 2014"
6282,3440,"11 25, 2014"
12955,9941,"10 29, 2017"
77,1707,"10 16, 2013"
6533,10471,"01 8, 2013"
14759,12850,"03 2, 2017"
6259,3255,"12 15, 2013"
775,11792,"07 25, 2015"
11164,11755,"05 12, 2014"
7609,10841,"09 8, 2014"
5346,5688,"05 1, 2014"
10279,10797,"04 21, 2014"
8710,14131,"07 31, 2016"
13195,11001,"05 1, 2018"
2343,3464,"06 4, 2011"
7840,3898,"10 27, 2016"
2549,9667,"11 14, 2012"
6365,1812,"03 4, 2014"
9681,1578,"09 5, 2003"
2179,1788,"07 15, 2014"
1700,10329,"09 7, 2012"
528,2136,"04 20, 2016"
1611,4345,"01 3, 2013"
3936,394,"03 4, 2015"
7893,9681,"05 23, 2016"
14273,12236,"04 17, 2017"
4555,8970,"11 5, 2014"
6493,669,"05 6, 2013"
597,7554,"05 1, 2015"
7706,11011,"12 22, 2013"
3858,6181,"08 28, 2015"
3346,7733,"03 16, 2016"
10103,2831,"01 19, 2016"
4106,9207,"05 18, 2016"
7751,9475,"08 11, 2012"
4775,678,"07 7, 2015"
11835,4084,"05 31, 2014"
10717,7151,"01 7, 2017"
947,2161,"10 22, 2013"
6814,1965,"03 13, 2016"
1398,2383,"11 1, 2009"
4978,764,"06 7, 2013"
13586,12286,"02 28, 2015"
3227,8850,"09 27, 2014"
6977,9919,"07 16, 2013"
10470,9257,"03 14, 2013"
8172,13470,"12 19, 2017"
14170,5661,"04 29, 2013"
8725,2730,"10 19, 2017"
10615,8707,"06 9, 2015"
8668,11736,"08 19, 2014"
1913,6779,"09 17, 2013"
11265,6812,"07 13, 2014"
9698,1472,"02 19, 2013"
6000,1985,"07 28, 2017"
6165,5259,"12 10, 2013"
8173,9295,"10 4, 2013"
7433,2819,"10 27, 2017"
2630,4976,"04 7, 2013"
5339,13800,"08 29, 2016"
15078,14357,"06 5, 2017"
1061,1665,"03 17, 2015"
7054,14283,"07 26, 2017"
8647,2690,"05 7, 2017"
12336,12714,"11 12, 2016"
1491,262,"11 22, 2004"
12862,14490,"12 17, 2017"
11576,5456,"04 2, 2014"
14774,10686,"08 25, 2016"
4840,3721,"10 26, 2014"
13964,14833,"06 9, 2014"
4029,13974,"06 21, 2015"
11230,11193,"08 7, 2014"
8363,12293,"11 21, 2015"
199,1858,"08 16, 2015"
11246,11063,"05 1, 2016"
14018,12953,"09 17, 2017"
3291,695,"02 11, 2014"
2755,1357,"01 3, 2017"
8057,11004,"02 12, 2015"
1249,4641,"08 15, 2008"
4601,6040,"08 17, 2016"
5904,1085,"10 10, 2017"
4570,6392,"01 16, 2016"
14623,6382,"11 11, 2012"
13966,10393,"11 17, 2013"
7484,10055,"03 10, 2015"
15095,9874,"04 9, 2018"
6507,8259,"11 1, 2015"
2057,3083,"05 3, 2017"
7743,12632,"09 1, 2016"
12040,7266,"03 30, 2014"
1513,3946,"09 27, 2013"
3475,4140,"05 3, 2016"
4922,13178,"03 13, 2015"
4739,2546,"08 9, 2013"
11519,8414,"06 28, 2016"
1880,2999,"10 9, 2010"
3439,7012,"04 30, 2014"
13400,8202,"08 10, 2014"
3086,174,"04 11, 2015"
8227,14640,"10 26, 2016"
8044,11667,"08 10, 2016"
13956,5574,"03 13, 2013"
12719,11163,"03 10, 2015"
14793,8174,"03 11, 2014"
3576,6939,"10 23, 2015"
57,2467,"07 9, 2014"
4981,8022,"12 27, 2015"
4029,7602,"06 27, 2015"
4029,4434,"07 6, 2014"
3524,4193,"02 13, 2018"
14941,10049,"02 16, 2014"
7620,10125,"09 27, 2013"
8409,9458,"07 31, 2015"
12738,13625,"07 27, 2015"
12159,14233,"01 20, 2016"
6081,587,"09 22, 2015"
11641,9315,"06 12, 2014"
13816,6557,"05 4, 2016"
11153,7649,"09 25, 2015"
6616,833,"09 27, 2013"
9273,2599,"03 22, 2013"
5968,8128,"05 23, 2017"
1013,2497,"11 17, 2008"
5116,9837,"01 19, 2013"
1287,13030,"10 9, 2014"
3819,5329,"10 9, 2013"
9877,6661,"11 3, 2009"
8316,5113,"02 16, 2015"
12161,8203,"09 4, 2015"
14688,13925,"09 25, 2015"
917,3255,"04 27, 2016"
11318,2650,"12 9, 2014"
7267,10162,"02 2, 2015"
14488,14175,"01 13, 2017"
3122,9212,"08 22, 2013"
7664,11901,"01 27, 2015"
3128,10383,"06 4, 2017"
57,6156,"08 24, 2010"
3027,2706,"08 6, 2015"
2300,4601,"01 24, 2004"
6900,3815,"05 12, 2017"
11172,2307,"03 16, 2016"
15290,14494,"12 7, 2017"
15287,12358,"08 14, 2017"
13240,11971,"04 1, 2015"
15113,8126,"12 31, 2017"
13338,11717,"11 24, 2014"
6701,5949,"03 7, 2017"
3726,3977,"11 29, 2012"
13697,11436,"09 15, 2014"
6019,1873,"05 28, 2008"
11835,3578,"02 8, 2016"
2317,15218,"10 5, 2011"
5944,10926,"09 27, 2013"
14079,11894,"06 29, 2015"
8073,11401,"05 16, 2014"
359,84,"07 20, 2008"
9383,1607,"11 16, 2013"
6977,9465,"06 10, 2013"
13455,12297,"10 21, 2017"
2312,9715,"03 14, 2013"
1525,83,"09 3, 2015"
8375,4551,"02 24, 2018"
14253,12868,"07 4, 2017"
1139,4723,"08 23, 2015"
12224,9893,"06 13, 2015"
4144,268,"06 5, 2017"
633,29,"01 18, 2018"
5506,12175,"11 26, 2015"
8603,6961,"01 1, 2013"
8249,1026,"09 18, 2016"
3970,12551,"08 23, 2016"
3977,12297,"01 1, 2018"
5966,6832,"11 10, 2014"
7476,13902,"05 4, 2014"
10647,6542,"11 26, 2015"
21,1300,"09 6, 2006"
7299,11088,"11 7, 2014"
451,245,"09 23, 2013"
9829,3253,"12 2, 2014"
7161,3202,"03 20, 2015"
8352,6178,"06 1, 2013"
2853,14038,"02 16, 2015"
3822,10245,"02 24, 2015"
2357,6917,"12 17, 2017"
8934,2650,"01 3, 2015"
13157,14677,"04 27, 2014"
5078,12305,"01 25, 2017"
12109,14007,"04 10, 2014"
2476,3104,"12 13, 2014"
7142,8159,"05 12, 2014"
3543,6920,"06 8, 2015"
7349,8159,"07 11, 2013"
6646,5946,"08 27, 2015"
3769,14838,"11 2, 2014"
9427,2328,"06 24, 2013"
1651,1155,"06 11, 2003"
8228,12323,"11 2, 2015"
12503,9725,"05 4, 2014"
14119,10389,"09 5, 2013"
4299,4984,"04 11, 2013"
7327,10736,"11 28, 2013"
2574,163,"05 14, 2014"
310,866,"10 15, 2014"
3008,4741,"05 8, 2011"
7569,5056,"09 3, 2014"
469,15057,"08 13, 2009"
7489,5605,"05 2, 2013"
6590,13869,"01 23, 2013"
12824,4901,"11 8, 2014"
1551,337,"04 24, 2006"
3143,7451,"12 18, 2014"
4640,2317,"08 14, 2005"
797,1664,"05 28, 2014"
11789,14124,"04 19, 2015"
7124,7998,"10 14, 2016"
1473,4521,"09 25, 2011"
3381,12321,"02 6, 2016"
12857,8340,"01 4, 2017"
7905,10095,"09 21, 2014"
14183,11763,"01 8, 2015"
7645,12162,"08 2, 2015"
11944,3726,"01 10, 2009"
13973,5715,"06 24, 2013"
350,5117,"06 19, 2002"
9280,10204,"08 29, 2013"
1542,81,"06 13, 2013"
10340,7956,"09 13, 2013"
7983,7066,"08 22, 2015"
1655,1882,"04 13, 2013"
12266,8753,"01 29, 2015"
8289,13519,"09 13, 2016"
10190,5525,"08 11, 2014"
1095,57,"01 5, 2015"
12897,5924,"08 30, 2017"
3903,1255,"02 26, 2014"
8841,1735,"10 9, 2016"
686,2650,"03 31, 2015"
14125,10943,"10 8, 2013"
13098,12845,"03 22, 2017"
11922,14251,"10 10, 2017"
14485,14812,"05 30, 2016"
10703,3753,"08 13, 2017"
5797,2222,"07 31, 2017"
9104,1607,"04 10, 2014"
12324,11533,"10 22, 2014"
1013,13211,"11 23, 2015"
14264,12850,"02 28, 2017"
2642,3885,"02 22, 2014"
1346,3893,"12 15, 2011"
6660,5939,"11 23, 2016"
2686,4028,"11 8, 2013"
232,8723,"10 20, 2015"
13369,13382,"06 21, 2014"
3373,12388,"01 28, 2016"
986,65,"09 22, 2008"
11167,8280,"12 18, 2016"
10270,11549,"08 19, 2014"
3098,175,"03 9, 2014"
3390,13929,"02 22, 2018"
5460,521,"03 8, 2013"
7309,846,"06 15, 2015"
6620,1214,"09 6, 2015"
6025,6495,"12 30, 2016"
12981,11202,"01 31, 2014"
4604,10886,"05 22, 2014"
10740,6565,"08 3, 2015"
830,10100,"12 5, 2013"
3922,3815,"01 27, 2018"
803,13535,"02 2, 2017"
9847,3718,"04 22, 2016"
8461,11622,"12 13, 2014"
12660,3472,"05 27, 2014"
4402,298,"07 16, 2015"
5562,476,"04 5, 2018"
13291,7901,"10 11, 2013"
3117,4726,"02 27, 2016"
13,13126,"11 13, 2010"
6252,635,"03 4, 2013"
2846,10013,"05 4, 2016"
7742,1670,"07 21, 2016"
5453,14841,"01 19, 2015"
7954,8245,"06 19, 2016"
1588,2578,"03 17, 2014"
3261,15219,"03 29, 2015"
7947,11163,"03 26, 2015"
10883,5345,"09 25, 2016"
2197,15053,"05 26, 2015"
10371,4832,"01 6, 2017"
4769,6465,"04 24, 2014"
183,77,"11 29, 2013"
2458,10257,"12 6, 2016"
376,22,"03 26, 2017"
326,1666,"08 7, 2014"
3075,6559,"07 7, 2016"
623,9341,"04 30, 2015"
14384,8092,"01 6, 2017"
11346,8247,"12 6, 2014"
5876,15207,"05 27, 2016"
98,1254,"07 4, 2012"
7326,7973,"10 10, 2013"
7994,11063,"04 10, 2016"
11141,9739,"08 29, 2013"
7511,5658,"07 29, 2013"
10909,6502,"10 29, 2016"
6202,6768,"10 2, 2015"
6261,6315,"07 31, 2013"
11751,13402,"09 10, 2017"
2443,12072,"02 7, 2017"
947,3822,"12 13, 2014"
12633,14252,"02 24, 2017"
1246,14903,"05 20, 2013"
13080,9736,"08 17, 2016"
14806,14484,"10 31, 2017"
3380,5052,"06 2, 2015"
1346,4740,"06 10, 2015"
8826,2135,"09 11, 2014"
6875,3453,"06 25, 2013"
1642,10878,"11 15, 2012"
6075,598,"02 2, 2015"
5798,11796,"10 20, 2017"
14967,8014,"08 31, 2017"
14312,5791,"03 27, 2018"
1746,3378,"05 21, 2007"
9738,11516,"08 16, 2015"
6224,3282,"02 18, 2015"
2307,2646,"10 1, 2013"
2974,717,"02 21, 2013"
8519,14648,"10 10, 2014"
13187,4644,"03 28, 2013"
9143,7528,"04 9, 2013"
12390,6710,"07 30, 2017"
2437,7660,"08 16, 2015"
1640,11050,"08 5, 2017"
1538,2096,"11 1, 2009"
11870,7760,"01 21, 2014"
2765,13532,"04 5, 2016"
8544,14509,"03 5, 2018"
3338,12522,"08 10, 2017"
2761,2519,"11 14, 2015"
8203,14651,"11 3, 2017"
3366,13477,"09 22, 2015"
5170,2514,"01 7, 2014"
2765,13508,"03 9, 2017"
10097,5837,"11 13, 2015"
2757,9931,"07 14, 2015"
13854,5851,"12 3, 2016"
3485,10832,"09 3, 2013"
12661,12488,"04 27, 2016"
13291,5649,"10 11, 2013"
12458,8037,"10 28, 2016"
2199,5253,"11 21, 2015"
2042,4619,"10 25, 2014"
6999,11134,"08 1, 2016"
8220,1021,"02 7, 2016"
3829,231,"06 26, 2015"
359,1259,"04 6, 2000"
7736,14291,"10 8, 2017"
1312,7263,"11 19, 2014"
11091,10605,"05 6, 2016"
8251,13973,"01 9, 2016"
5456,3440,"05 29, 2017"
5735,7332,"03 28, 2017"
7005,1060,"02 2, 2016"
6428,5268,"03 14, 2015"
390,138,"12 25, 2015"
4555,6294,"08 5, 2014"
13918,5577,"03 6, 2016"
5109,10476,"12 30, 2013"
689,2381,"08 4, 2013"
11044,2234,"08 22, 2016"
6476,8602,"09 2, 2015"
11990,13297,"07 19, 2014"
8101,5666,"10 24, 2013"
4163,3767,"09 3, 2017"
14510,11622,"11 24, 2014"
271,8962,"06 18, 2010"
6492,5488,"07 6, 2015"
8072,14076,"12 4, 2015"
9976,12079,"06 11, 2015"
13669,12271,"10 13, 2015"
5952,4541,"09 17, 2017"
3869,229,"11 27, 2012"
13055,10659,"04 15, 2014"
1571,7154,"05 23, 2010"
2007,5474,"06 10, 2016"
3879,2767,"09 10, 2017"
9903,10347,"08 21, 2017"
14673,11090,"01 29, 2015"
8174,8140,"11 8, 2016"
3243,7518,"11 8, 2013"
2512,9315,"08 17, 2014"
8060,11757,"02 16, 2015"
14067,10488,"02 6, 2014"
8228,5673,"12 1, 2013"
1166,3757,"09 20, 2014"
9877,11217,"08 20, 2017"
14423,14372,"01 12, 2018"
12063,3276,"10 8, 2015"
4870,5475,"04 3, 2018"
15243,11718,"06 14, 2015"
1801,6222,"04 7, 2016"
4511,720,"05 14, 2014"
2037,3097,"01 1, 2014"
3410,4124,"08 2, 2015"
12189,13643,"10 17, 2016"
10578,13400,"02 14, 2014"
8856,1220,"08 2, 2015"
12937,7516,"03 4, 2016"
12002,15065,"02 13, 2017"
1263,2340,"10 2, 2015"
13756,14499,"12 14, 2017"
132,4752,"03 8, 2015"
5768,1672,"07 13, 2015"
8962,10606,"06 19, 2016"
289,2484,"06 1, 2014"
11758,10400,"02 17, 2015"
9220,4622,"01 22, 2014"
2862,1851,"05 21, 2014"
2468,8816,"04 11, 2015"
11135,9849,"12 29, 2017"
7984,5943,"04 29, 2016"
14424,5880,"04 13, 2017"
690,7814,"01 24, 2018"
11029,6604,"12 8, 2016"
3808,9114,"10 14, 2015"
8436,11204,"02 12, 2014"
13192,12006,"09 30, 2016"
2405,11122,"12 4, 2015"
9555,3692,"11 10, 2014"
4606,13813,"05 8, 2017"
11167,10097,"08 10, 2016"
1008,446,"11 5, 2013"
12451,7785,"02 13, 2014"
6471,4308,"02 1, 2015"
11868,13182,"01 27, 2013"
1444,2603,"04 5, 2012"
7976,7031,"08 21, 2014"
9505,8660,"10 14, 2008"
4130,11959,"10 23, 2017"
15003,12304,"10 30, 2015"
3524,12418,"09 19, 2017"
6260,8097,"12 17, 2015"
975,4712,"08 29, 2010"
14279,14080,"11 21, 2015"
9305,1840,"11 27, 2017"
4383,14857,"10 24, 2015"
9142,2319,"06 17, 2014"
132,7088,"10 4, 2016"
5988,5757,"09 2, 2015"
7677,11382,"05 4, 2014"
5341,10614,"05 27, 2013"
682,2765,"12 25, 2016"
1550,7613,"10 21, 2014"
13279,10077,"01 26, 2016"
6935,13608,"12 9, 2013"
3394,2645,"12 6, 2016"
4489,6740,"01 11, 2015"
12189,13635,"03 6, 2015"
11249,5328,"10 3, 2013"
3588,2847,"01 25, 2016"
1455,1212,"03 8, 2008"
12,3595,"05 2, 2013"
13606,14496,"11 28, 2017"
11648,9869,"03 7, 2013"
11032,13422,"12 21, 2016"
4505,11595,"01 4, 2016"
7932,9164,"05 18, 2014"
12422,9309,"11 27, 2012"
629,1349,"10 17, 2004"
490,6656,"11 20, 2015"
13764,12927,"05 25, 2017"
10724,1952,"06 7, 2017"
3619,6301,"07 30, 2013"
3723,6267,"03 6, 2016"
14663,13110,"02 22, 2014"
2837,9640,"03 26, 2014"
15193,10045,"06 27, 2013"
11095,5793,"04 1, 2018"
3377,10410,"01 7, 2013"
9293,7440,"06 23, 2017"
6512,9507,"03 11, 2013"
3923,4111,"10 19, 2015"
7970,10013,"03 22, 2016"
3260,14612,"10 30, 2016"
2321,673,"03 14, 2012"
4111,2801,"02 9, 2016"
12199,14423,"10 22, 2017"
3568,8632,"12 23, 2017"
4881,1610,"08 2, 2016"
2057,2984,"07 5, 2013"
11441,14657,"04 15, 2016"
3898,2142,"06 19, 2013"
1574,311,"10 12, 2009"
8500,5613,"04 27, 2016"
13855,10747,"06 16, 2016"
2026,1274,"03 31, 2009"
4472,2022,"01 21, 2013"
1487,6190,"04 5, 2012"
6646,3181,"07 20, 2017"
6282,13545,"11 24, 2015"
11900,5558,"07 25, 2015"
6158,10214,"05 26, 2014"
13142,9655,"02 15, 2014"
567,1349,"05 13, 2014"
13982,8693,"02 16, 2015"
9415,3097,"12 7, 2014"
4840,582,"03 15, 2015"
3442,2745,"09 18, 2017"
7402,12890,"09 10, 2017"
355,15,"12 19, 2000"
5299,3506,"11 16, 2016"
14632,7189,"12 15, 2013"
8428,4942,"06 19, 2014"
3540,5659,"10 14, 2013"
13470,10284,"06 16, 2015"
7474,13834,"01 22, 2018"
10690,2012,"09 29, 2014"
4849,11669,"06 27, 2017"
2089,5862,"02 28, 2016"
1504,1226,"01 10, 2013"
12273,11702,"09 30, 2014"
3185,1273,"04 20, 2015"
6030,13210,"08 11, 2014"
5416,10928,"05 19, 2014"
9385,10217,"04 29, 2015"
3829,13827,"09 6, 2013"
10580,9674,"04 28, 2013"
5123,11447,"10 5, 2015"
3935,1106,"02 24, 2001"
7557,10769,"12 26, 2012"
7426,13843,"02 23, 2016"
3619,3412,"03 29, 2013"
5338,770,"10 22, 2015"
12657,5024,"11 14, 2014"
6744,8631,"04 24, 2018"
1861,9363,"08 28, 2013"
605,1420,"04 25, 2005"
14263,7537,"06 10, 2016"
11005,8922,"03 7, 2016"
1566,8493,"03 7, 2017"
14454,8205,"11 30, 2015"
3440,4310,"06 30, 2014"
2294,3334,"08 26, 2014"
6440,9745,"03 3, 2013"
4229,262,"02 5, 2015"
4398,14737,"03 9, 2017"
7737,1083,"09 29, 2016"
6758,9202,"12 13, 2012"
6974,13537,"09 19, 2016"
2157,332,"10 7, 2015"
375,5218,"08 15, 2017"
2561,150,"09 12, 2014"
9759,13983,"08 3, 2016"
11985,14322,"12 1, 2017"
6995,9608,"12 7, 2013"
12790,10007,"06 25, 2013"
7736,13537,"08 26, 2016"
6724,10285,"07 29, 2012"
9170,3718,"05 5, 2016"
4975,3739,"06 25, 2015"
6417,4557,"04 5, 2017"
12734,6392,"06 10, 2016"
8973,5294,"10 24, 2013"
4979,4048,"07 30, 2013"
7736,13290,"10 14, 2014"
11922,10976,"10 3, 2017"
15153,8481,"02 9, 2018"
12909,6916,"08 9, 2017"
7694,13632,"12 4, 2017"
10752,2041,"11 29, 2013"
1041,316,"09 18, 2016"
12824,10443,"10 6, 2014"
2235,8821,"09 21, 2013"
5969,2353,"06 18, 2013"
9697,2855,"01 11, 2018"
11573,5547,"03 1, 2014"
10615,6392,"03 9, 2013"
9389,5565,"07 24, 2016"
4415,1480,"12 13, 2013"
13486,9196,"12 7, 2013"
2075,8653,"04 6, 2012"
4043,3114,"11 24, 2016"
12111,3227,"06 1, 2016"
2470,10634,"11 27, 2014"
225,1876,"12 28, 2006"
640,1175,"06 3, 2004"
5042,4817,"02 9, 2016"
12146,10546,"01 2, 2016"
8571,7331,"01 24, 2018"
3680,11014,"12 15, 2017"
1774,5124,"04 24, 2013"
5398,750,"12 25, 2014"
13997,7902,"05 20, 2014"
13579,5087,"04 4, 2017"
7822,6271,"09 23, 2014"
6590,12082,"08 16, 2015"
7955,9977,"08 12, 2016"
59,3989,"03 28, 2012"
12735,10604,"09 28, 2013"
9583,6856,"07 30, 2016"
12325,7954,"10 29, 2015"
1983,9166,"06 20, 2013"
4997,7170,"12 23, 2014"
5263,7460,"07 20, 2013"
12279,3710,"03 17, 2011"
7150,9517,"10 3, 2014"
12855,8541,"05 16, 2017"
7503,10768,"03 3, 2016"
1072,1705,"10 9, 2008"
10005,14016,"11 5, 2015"
4441,10878,"08 31, 2014"
4821,9763,"03 14, 2013"
2551,151,"01 28, 2015"
367,415,"02 21, 2006"
3274,8528,"04 5, 2016"
3755,2650,"08 27, 2016"
5935,6120,"11 30, 2012"
12252,12614,"08 13, 2016"
6368,656,"09 21, 2012"
15149,14873,"02 9, 2017"
8030,10484,"09 13, 2013"
3975,10184,"04 30, 2017"
9840,9562,"03 6, 2016"
6590,13641,"01 30, 2017"
2351,3622,"11 12, 2011"
277,1556,"03 21, 2011"
3325,187,"05 9, 2014"
9901,3036,"06 4, 2016"
755,6016,"05 3, 2006"
11407,7276,"09 25, 2015"
9717,1483,"04 7, 2014"
15158,9510,"08 27, 2014"
14037,9642,"07 25, 2015"
14949,14380,"10 30, 2017"
4900,8504,"12 5, 2017"
5827,1408,"03 16, 2015"
8659,2516,"06 13, 2013"
13713,8533,"10 8, 2015"
10001,5822,"07 7, 2017"
4648,324,"01 22, 2014"
10740,7094,"11 17, 2015"
14923,12324,"01 21, 2018"
1080,1210,"02 25, 2015"
6282,3547,"03 29, 2016"
5355,14274,"09 17, 2016"
1983,2556,"12 5, 2013"
5455,10301,"07 24, 2014"
14227,8129,"09 19, 2016"
14118,11765,"12 29, 2014"
2904,9163,"12 25, 2012"
7324,8481,"02 20, 2018"
12417,13981,"01 31, 2017"
189,10,"03 21, 2017"
11351,8536,"08 13, 2017"
8591,2355,"09 29, 2017"
856,1272,"06 27, 2007"
3010,393,"07 15, 2010"
2765,13900,"11 18, 2015"
6283,11155,"02 13, 2016"
10872,5635,"05 31, 2015"
11362,11329,"06 28, 2014"
10910,8156,"01 11, 2014"
12131,8499,"01 23, 2016"
5777,533,"02 13, 2018"
8227,10116,"05 8, 2015"
3396,2596,"04 5, 2013"
7982,8838,"10 30, 2012"
15156,8488,"01 22, 2018"
12865,9818,"06 8, 2013"
7742,8018,"02 28, 2016"
11498,15234,"07 22, 2018"
3227,10568,"03 6, 2015"
14016,7994,"10 12, 2014"
13949,13839,"06 2, 2013"
1346,5431,"06 29, 2013"
7095,14664,"05 31, 2013"
15108,8477,"04 11, 2017"
3354,12030,"04 25, 2015"
13507,12164,"06 8, 2017"
10374,4054,"11 10, 2013"
7480,8153,"03 16, 2015"
10658,1973,"10 11, 2011"
7356,839,"05 12, 2014"
12706,14617,"06 21, 2017"
10595,6493,"08 9, 2014"
2835,3336,"05 23, 2012"
322,2619,"02 18, 2014"
11919,8632,"11 8, 2017"
11987,10130,"01 8, 2015"
6417,4600,"07 23, 2017"
11179,3087,"11 27, 2015"
3721,9919,"04 8, 2014"
11038,6054,"12 6, 2017"
11037,11734,"07 6, 2017"
12586,8079,"05 14, 2016"
10617,6971,"08 12, 2014"
13009,4135,"10 11, 2016"
46,4222,"08 25, 2011"
8010,14040,"04 25, 2016"
2294,10525,"09 28, 2013"
12203,13500,"01 30, 2017"
2922,5297,"01 30, 2018"
1243,57,"01 7, 2005"
14397,2218,"12 28, 2017"
8438,2047,"04 29, 2013"
15173,12654,"09 18, 2016"
6471,9038,"05 8, 2016"
11756,6044,"02 21, 2015"
12538,3463,"10 11, 2015"
817,9723,"01 18, 2012"
11035,6524,"02 14, 2015"
12502,5911,"06 10, 2016"
10451,4339,"11 30, 2012"
12727,13543,"12 7, 2016"
800,15121,"11 23, 2014"
3688,9735,"10 30, 2013"
1462,8499,"12 31, 2015"
11383,9878,"09 23, 2013"
2580,13599,"01 14, 2015"
10828,4402,"09 10, 2014"
13552,5672,"03 10, 2014"
6497,1003,"06 19, 2016"
10560,3572,"01 28, 2014"
13478,7386,"04 6, 2017"
12899,7725,"01 7, 2016"
12182,14695,"08 28, 2017"
8382,9918,"04 15, 2013"
3325,10006,"12 18, 2013"
13390,11977,"03 10, 2015"
941,10405,"11 29, 2013"
11422,2581,"04 9, 2013"
7029,770,"06 8, 2015"
9070,10992,"01 2, 2018"
12151,13687,"10 29, 2014"
2808,11093,"11 11, 2014"
278,3080,"06 15, 2005"
12723,7744,"10 20, 2013"
14991,8135,"01 26, 2018"
12145,14523,"01 13, 2018"
7956,5447,"06 3, 2015"
12266,8802,"01 31, 2015"
10487,6456,"02 27, 2015"
8586,1836,"10 24, 2015"
8290,11336,"04 14, 2014"
4767,14607,"12 15, 2015"
1611,10755,"06 9, 2013"
8994,5956,"06 12, 2017"
2853,10835,"08 3, 2015"
1646,13018,"01 3, 2015"
1401,904,"04 1, 2018"
2282,730,"07 30, 2014"
3041,8533,"06 25, 2015"
3187,5677,"04 30, 2014"
807,2286,"06 22, 2007"
3078,4093,"06 2, 2016"
1013,6170,"09 4, 2005"
1549,9201,"08 20, 2010"
10826,3192,"03 4, 2017"
9001,2621,"11 10, 2014"
8341,6041,"10 15, 2015"
8042,14381,"04 11, 2018"
11005,7851,"02 10, 2017"
893,1761,"04 18, 2013"
4531,5260,"12 13, 2008"
13507,14139,"02 13, 2017"
9288,1291,"02 3, 2014"
8432,13517,"07 6, 2017"
2629,13612,"04 25, 2014"
6684,4490,"09 23, 2012"
14125,12282,"11 1, 2015"
2353,9274,"05 2, 2011"
11510,7486,"05 30, 2016"
8280,10125,"05 7, 2014"
5304,4946,"04 13, 2014"
5432,10574,"09 24, 2014"
4589,644,"02 23, 2012"
14350,6582,"03 7, 2018"
12456,6576,"08 17, 2017"
7607,12977,"07 17, 2017"
8447,14255,"09 28, 2015"
2450,9668,"12 21, 2014"
12294,5636,"05 7, 2013"
1913,3355,"07 20, 2011"
4399,9745,"09 16, 2012"
2052,4821,"04 10, 2000"
14588,7015,"10 1, 2013"
13448,7168,"10 29, 2014"
7421,10712,"03 19, 2014"
14232,8486,"10 17, 2017"
7488,12052,"09 24, 2015"
7061,5646,"08 4, 2013"
6631,4434,"01 10, 2015"
8616,11644,"04 3, 2018"
867,1856,"05 16, 2005"
2141,13336,"03 22, 2015"
1539,10270,"09 16, 2014"
2119,3729,"07 28, 2010"
7375,1815,"06 22, 2013"
1502,975,"06 14, 2015"
10721,6597,"05 15, 2016"
8137,999,"05 10, 2016"
90,113,"08 28, 2013"
9071,6422,"03 23, 2016"
450,7252,"05 3, 2016"
4497,1571,"01 23, 2016"
14757,8189,"05 17, 2017"
5685,8170,"07 8, 2016"
7694,8471,"02 13, 2018"
797,11051,"11 4, 2013"
7523,10908,"10 12, 2013"
11137,10510,"08 15, 2015"
10638,6396,"02 18, 2012"
2795,10120,"02 20, 2016"
13944,12271,"10 24, 2015"
12164,11544,"01 17, 2015"
6389,15110,"10 13, 2016"
3439,7147,"03 30, 2014"
6561,8033,"11 22, 2013"
3844,9790,"01 28, 2017"
5633,665,"02 5, 2014"
1129,8533,"06 19, 2015"
9179,9497,"03 10, 2015"
12607,12118,"08 6, 2015"
427,5173,"03 2, 2015"
4952,11109,"10 22, 2013"
13071,13847,"01 19, 2016"
2547,10096,"03 10, 2016"
8881,5076,"08 21, 2017"
2599,2375,"07 4, 2016"
7667,11568,"10 10, 2014"
11278,8121,"04 26, 2016"
12328,8810,"05 29, 2014"
322,6050,"04 30, 2015"
251,6187,"10 31, 2015"
1696,4632,"03 17, 2013"
5244,5487,"07 21, 2013"
1806,10414,"01 2, 2015"
8227,11621,"01 25, 2017"
3247,1028,"05 21, 2016"
11185,9877,"04 12, 2014"
6241,4272,"11 30, 2014"
14023,13670,"10 1, 2016"
11742,4003,"11 1, 2013"
14397,14087,"01 21, 2018"
1144,14885,"12 26, 2013"
12465,9749,"06 10, 2014"
13028,11444,"12 4, 2017"
12666,8739,"08 23, 2013"
9953,3141,"10 26, 2017"
797,5122,"08 3, 2015"
3275,9903,"02 4, 2016"
9825,9145,"08 24, 2010"
2321,9128,"03 17, 2013"
8071,14312,"10 26, 2014"
8950,13431,"02 4, 2018"
1835,8944,"09 30, 2014"
11379,4823,"04 4, 2013"
